Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","3","Albania","5510","Production","373","Spinach","2016","2016","tonnes","19348","","Official data"
"QC","Crops","3","Albania","5312","Area harvested","157","Sugar beet","2016","2016","ha","2175","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5419","Yield","157","Sugar beet","2016","2016","hg/ha","159381","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","157","Sugar beet","2016","2016","tonnes","34670","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5312","Area harvested","267","Sunflower seed","2016","2016","ha","680","","Official data"
"QC","Crops","3","Albania","5419","Yield","267","Sunflower seed","2016","2016","hg/ha","28997","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","267","Sunflower seed","2016","2016","tonnes","1972","","Official data"
"QC","Crops","3","Albania","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2016","2016","ha","723","","Official data"
"QC","Crops","3","Albania","5419","Yield","495","Tangerines, mandarins, clementines, satsumas","2016","2016","hg/ha","361051","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2016","2016","tonnes","26104","","Official data"
"QC","Crops","3","Albania","5312","Area harvested","826","Tobacco, unmanufactured","2016","2016","ha","1101","","Official data"
"QC","Crops","3","Albania","5419","Yield","826","Tobacco, unmanufactured","2016","2016","hg/ha","17984","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","826","Tobacco, unmanufactured","2016","2016","tonnes","1980","","Official data"
"QC","Crops","3","Albania","5312","Area harvested","388","Tomatoes","2016","2016","ha","6465","","Official data"
"QC","Crops","3","Albania","5419","Yield","388","Tomatoes","2016","2016","hg/ha","440142","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","388","Tomatoes","2016","2016","tonnes","284552","","Official data"
"QC","Crops","3","Albania","5312","Area harvested","463","Vegetables, fresh nes","2016","2016","ha","535","","Official data"
"QC","Crops","3","Albania","5419","Yield","463","Vegetables, fresh nes","2016","2016","hg/ha","130879","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","463","Vegetables, fresh nes","2016","2016","tonnes","7002","","Official data"
"QC","Crops","3","Albania","5312","Area harvested","420","Vegetables, leguminous nes","2016","2016","ha","18","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5419","Yield","420","Vegetables, leguminous nes","2016","2016","hg/ha","49522","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","420","Vegetables, leguminous nes","2016","2016","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5312","Area harvested","205","Vetches","2016","2016","ha","6006","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5419","Yield","205","Vetches","2016","2016","hg/ha","3289","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","205","Vetches","2016","2016","tonnes","1975","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5312","Area harvested","567","Watermelons","2016","2016","ha","5376","","Official data"
"QC","Crops","3","Albania","5419","Yield","567","Watermelons","2016","2016","hg/ha","448276","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","567","Watermelons","2016","2016","tonnes","240993","","Official data"
"QC","Crops","3","Albania","5312","Area harvested","15","Wheat","2016","2016","ha","70512","","Official data"
"QC","Crops","3","Albania","5419","Yield","15","Wheat","2016","2016","hg/ha","39000","Fc","Calculated data"
"QC","Crops","3","Albania","5510","Production","15","Wheat","2016","2016","tonnes","275000","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","221","Almonds, with shell","2016","2016","ha","39690","","Official data"
"QC","Crops","4","Algeria","5419","Yield","221","Almonds, with shell","2016","2016","hg/ha","16653","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","221","Almonds, with shell","2016","2016","tonnes","66095","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","515","Apples","2016","2016","ha","40553","","Official data"
"QC","Crops","4","Algeria","5419","Yield","515","Apples","2016","2016","hg/ha","124110","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","515","Apples","2016","2016","tonnes","503303","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","526","Apricots","2016","2016","ha","38239","","Official data"
"QC","Crops","4","Algeria","5419","Yield","526","Apricots","2016","2016","hg/ha","67149","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","526","Apricots","2016","2016","tonnes","256771","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","366","Artichokes","2016","2016","ha","5167","","Official data"
"QC","Crops","4","Algeria","5419","Yield","366","Artichokes","2016","2016","hg/ha","187999","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","366","Artichokes","2016","2016","tonnes","97139","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","486","Bananas","2016","2016","ha","18","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5419","Yield","486","Bananas","2016","2016","hg/ha","272237","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","486","Bananas","2016","2016","tonnes","493","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5312","Area harvested","44","Barley","2016","2016","ha","706429","","Official data"
"QC","Crops","4","Algeria","5419","Yield","44","Barley","2016","2016","hg/ha","13022","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","44","Barley","2016","2016","tonnes","919907","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","176","Beans, dry","2016","2016","ha","1310","","Official data"
"QC","Crops","4","Algeria","5419","Yield","176","Beans, dry","2016","2016","hg/ha","6679","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","176","Beans, dry","2016","2016","tonnes","875","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","414","Beans, green","2016","2016","ha","10700","","Official data"
"QC","Crops","4","Algeria","5419","Yield","414","Beans, green","2016","2016","hg/ha","73924","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","414","Beans, green","2016","2016","tonnes","79099","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","181","Broad beans, horse beans, dry","2016","2016","ha","35147","","Official data"
"QC","Crops","4","Algeria","5419","Yield","181","Broad beans, horse beans, dry","2016","2016","hg/ha","10697","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","181","Broad beans, horse beans, dry","2016","2016","tonnes","37598","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","358","Cabbages and other brassicas","2016","2016","ha","4161","","Official data"
"QC","Crops","4","Algeria","5419","Yield","358","Cabbages and other brassicas","2016","2016","hg/ha","252057","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","358","Cabbages and other brassicas","2016","2016","tonnes","104881","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","461","Carobs","2016","2016","ha","809","","Official data"
"QC","Crops","4","Algeria","5419","Yield","461","Carobs","2016","2016","hg/ha","40260","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","461","Carobs","2016","2016","tonnes","3257","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","426","Carrots and turnips","2016","2016","ha","18038","","Official data"
"QC","Crops","4","Algeria","5419","Yield","426","Carrots and turnips","2016","2016","hg/ha","233145","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","426","Carrots and turnips","2016","2016","tonnes","420547","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","393","Cauliflowers and broccoli","2016","2016","ha","8701","","Official data"
"QC","Crops","4","Algeria","5419","Yield","393","Cauliflowers and broccoli","2016","2016","hg/ha","235775","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","393","Cauliflowers and broccoli","2016","2016","tonnes","205148","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","531","Cherries","2016","2016","ha","2860","","Official data"
"QC","Crops","4","Algeria","5419","Yield","531","Cherries","2016","2016","hg/ha","24136","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","531","Cherries","2016","2016","tonnes","6903","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","191","Chick peas","2016","2016","ha","20617","","Official data"
"QC","Crops","4","Algeria","5419","Yield","191","Chick peas","2016","2016","hg/ha","9559","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","191","Chick peas","2016","2016","tonnes","19707","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","689","Chillies and peppers, dry","2016","2016","ha","3656","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5419","Yield","689","Chillies and peppers, dry","2016","2016","hg/ha","35430","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","689","Chillies and peppers, dry","2016","2016","tonnes","12952","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5312","Area harvested","401","Chillies and peppers, green","2016","2016","ha","22251","","Official data"
"QC","Crops","4","Algeria","5419","Yield","401","Chillies and peppers, green","2016","2016","hg/ha","268154","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","401","Chillies and peppers, green","2016","2016","tonnes","596670","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","397","Cucumbers and gherkins","2016","2016","ha","4061","","Official data"
"QC","Crops","4","Algeria","5419","Yield","397","Cucumbers and gherkins","2016","2016","hg/ha","343726","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","397","Cucumbers and gherkins","2016","2016","tonnes","139587","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","577","Dates","2016","2016","ha","167279","","Official data"
"QC","Crops","4","Algeria","5419","Yield","577","Dates","2016","2016","hg/ha","61550","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","577","Dates","2016","2016","tonnes","1029596","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","399","Eggplants (aubergines)","2016","2016","ha","6683","","Official data"
"QC","Crops","4","Algeria","5419","Yield","399","Eggplants (aubergines)","2016","2016","hg/ha","189811","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","399","Eggplants (aubergines)","2016","2016","tonnes","126851","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","569","Figs","2016","2016","ha","42248","","Official data"
"QC","Crops","4","Algeria","5419","Yield","569","Figs","2016","2016","hg/ha","31196","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","569","Figs","2016","2016","tonnes","131798","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","512","Fruit, citrus nes","2016","2016","ha","453","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5419","Yield","512","Fruit, citrus nes","2016","2016","hg/ha","12217","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","512","Fruit, citrus nes","2016","2016","tonnes","554","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5312","Area harvested","619","Fruit, fresh nes","2016","2016","ha","11904","","Official data"
"QC","Crops","4","Algeria","5419","Yield","619","Fruit, fresh nes","2016","2016","hg/ha","85874","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","619","Fruit, fresh nes","2016","2016","tonnes","102224","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","541","Fruit, stone nes","2016","2016","ha","11395","","Official data"
"QC","Crops","4","Algeria","5419","Yield","541","Fruit, stone nes","2016","2016","hg/ha","94711","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","541","Fruit, stone nes","2016","2016","tonnes","107923","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","603","Fruit, tropical fresh nes","2016","2016","ha","","M","Data not available"
"QC","Crops","4","Algeria","5510","Production","603","Fruit, tropical fresh nes","2016","2016","tonnes","","M","Data not available"
"QC","Crops","4","Algeria","5312","Area harvested","406","Garlic","2016","2016","ha","9445","","Official data"
"QC","Crops","4","Algeria","5419","Yield","406","Garlic","2016","2016","hg/ha","109716","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","406","Garlic","2016","2016","tonnes","103627","","Official data"
"QC","Crops","4","Algeria","5312","Area harvested","507","Grapefruit (inc. pomelos)","2016","2016","ha","86","","Official data"
"QC","Crops","4","Algeria","5419","Yield","507","Grapefruit (inc. pomelos)","2016","2016","hg/ha","221512","Fc","Calculated data"
"QC","Crops","4","Algeria","5510","Production","507","Grapefruit (inc. pomelos)","2016","2016","tonnes","1905","","Official data"
